[0.003s][info][class,load] opened: /home/forax/java/workspace/moduletools/target/image/lib/modules
[0.059s][info][class,load] jdk.internal.perf.Perf$GetPerfAction source: jrt:/java.base
[0.059s][info][class,load] jdk.internal.perf.Perf source: jrt:/java.base
[0.059s][info][class,load] sun.nio.ch.DirectBuffer source: jrt:/java.base
[0.059s][info][class,load] java.nio.MappedByteBuffer source: jrt:/java.base
[0.059s][info][class,load] java.nio.DirectByteBuffer source: jrt:/java.base
[0.060s][info][class,load] java.nio.LongBuffer source: jrt:/java.base
[0.060s][info][class,load] java.nio.DirectLongBufferU source: jrt:/java.base
[0.060s][info][class,load] jdk.internal.jimage.ImageReaderFactory source: jrt:/java.base
[0.060s][info][class,load] jdk.internal.jimage.ImageReader source: jrt:/java.base
[0.060s][info][class,load] jdk.internal.jimage.BasicImageReader source: jrt:/java.base
[0.060s][info][class,load] jdk.internal.jimage.ImageReader$SharedImageReader source: jrt:/java.base
[0.060s][info][class,load] jdk.internal.jimage.BasicImageReader$1 source: jrt:/java.base
[0.061s][info][class,load] jdk.internal.jimage.NativeImageBuffer source: jrt:/java.base
[0.061s][info][class,load] jdk.internal.jimage.NativeImageBuffer$1 source: jrt:/java.base
[0.061s][info][class,load] jdk.internal.jimage.ImageHeader source: jrt:/java.base
[0.061s][info][class,load] java.nio.IntBuffer source: jrt:/java.base
[0.061s][info][class,load] java.nio.DirectIntBufferU source: jrt:/java.base
[0.061s][info][class,load] java.nio.DirectByteBufferR source: jrt:/java.base
[0.061s][info][class,load] java.nio.DirectIntBufferRU source: jrt:/java.base
[0.061s][info][class,load] jdk.internal.jimage.ImageStrings source: jrt:/java.base
[0.062s][info][class,load] jdk.internal.jimage.ImageStringsReader source: jrt:/java.base
[0.062s][info][class,load] jdk.internal.jimage.decompressor.Decompressor source: jrt:/java.base
[0.062s][info][class,load] java.util.HashSet source: jrt:/java.base
[0.062s][info][class,load] jdk.internal.module.SystemModules source: jrt:/java.base
[0.062s][info][class,load] jdk.internal.module.Builder source: jrt:/java.base
[0.062s][info][class,load] java.lang.module.ModuleDescriptor$Requires source: jrt:/java.base
[0.063s][info][class,load] java.util.ImmutableCollections$Set0 source: jrt:/java.base
[0.063s][info][class,load] java.lang.module.ModuleDescriptor$Requires$Modifier source: jrt:/java.base
[0.063s][info][class,load] java.lang.module.ModuleDescriptor$Version source: jrt:/java.base
[0.063s][info][class,load] java.util.ArrayList source: jrt:/java.base
[0.063s][info][class,load] java.util.ImmutableCollections$Set2 source: jrt:/java.base
[0.063s][info][class,load] java.util.ImmutableCollections source: jrt:/java.base
[0.063s][info][class,load] java.lang.module.ModuleDescriptor$Exports source: jrt:/java.base
[0.063s][info][class,load] java.lang.module.ModuleDescriptor$Opens source: jrt:/java.base
[0.063s][info][class,load] java.lang.module.ModuleDescriptor$Provides source: jrt:/java.base
[0.063s][info][class,load] java.util.ImmutableCollections$AbstractImmutableList source: jrt:/java.base
[0.064s][info][class,load] java.util.ImmutableCollections$List1 source: jrt:/java.base
[0.064s][info][class,load] java.util.ImmutableCollections$SetN source: jrt:/java.base
[0.065s][info][class,load] java.util.ImmutableCollections$ListN source: jrt:/java.base
[0.065s][info][class,load] java.util.ImmutableCollections$List2 source: jrt:/java.base
[0.066s][info][class,load] jdk.internal.module.ModuleHashes source: jrt:/java.base
[0.066s][info][class,load] jdk.internal.module.ModuleHashes$Builder source: jrt:/java.base
[0.066s][info][class,load] java.util.HashMap$TreeNode source: jrt:/java.base
[0.066s][info][class,load] java.util.Collections$UnmodifiableMap source: jrt:/java.base
[0.066s][info][class,load] jdk.internal.module.ModuleResolution source: jrt:/java.base
[0.066s][info][class,load] java.lang.module.ModuleReference source: jrt:/java.base
[0.066s][info][class,load] java.util.function.Supplier source: jrt:/java.base
[0.066s][info][class,load] jdk.internal.module.SystemModuleFinder$1 source: jrt:/java.base
[0.066s][info][class,load] jdk.internal.module.ModuleReferenceImpl source: jrt:/java.base
[0.066s][info][class,load] java.util.KeyValueHolder source: jrt:/java.base
[0.067s][info][class,load] jdk.internal.module.ModuleHashes$HashSupplier source: jrt:/java.base
[0.067s][info][class,load] jdk.internal.module.SystemModuleFinder$2 source: jrt:/java.base
[0.067s][info][class,load] java.util.Optional source: jrt:/java.base
[0.067s][info][class,load] java.util.ImmutableCollections$AbstractImmutableMap source: jrt:/java.base
[0.067s][info][class,load] java.util.ImmutableCollections$MapN source: jrt:/java.base
[0.067s][info][class,load] jdk.internal.module.ModuleBootstrap$PerfCounters source: jrt:/java.base
[0.067s][info][class,load] jdk.internal.loader.BootLoader source: jrt:/java.base
[0.067s][info][class,load] jdk.internal.module.ServicesCatalog source: jrt:/java.base
[0.068s][info][class,load] jdk.internal.loader.AbstractClassLoaderValue source: jrt:/java.base
[0.068s][info][class,load] jdk.internal.loader.ClassLoaderValue source: jrt:/java.base
[0.068s][info][class,load] jdk.internal.loader.URLClassPath source: jrt:/java.base
[0.068s][info][class,load] jdk.internal.loader.ClassLoaders$BootClassLoader source: jrt:/java.base
[0.068s][info][class,load] java.lang.ClassLoader$ParallelLoaders source: jrt:/java.base
[0.068s][info][class,load] java.util.WeakHashMap$Entry source: jrt:/java.base
[0.068s][info][class,load] java.util.Collections$SetFromMap source: jrt:/java.base
[0.068s][info][class,load] java.util.WeakHashMap$KeySet source: jrt:/java.base
[0.068s][info][class,load] jdk.internal.loader.BuiltinClassLoader$LoadedModule source: jrt:/java.base
[0.069s][info][class,load] java.net.URLStreamHandlerFactory source: jrt:/java.base
[0.069s][info][class,load] java.net.URL$DefaultFactory source: jrt:/java.base
[0.069s][info][class,load] java.util.Locale source: jrt:/java.base
[0.069s][info][class,load] sun.util.locale.LocaleObjectCache source: jrt:/java.base
[0.069s][info][class,load] java.util.Locale$Cache source: jrt:/java.base
[0.069s][info][class,load] sun.util.locale.BaseLocale source: jrt:/java.base
[0.069s][info][class,load] sun.util.locale.BaseLocale$Cache source: jrt:/java.base
[0.069s][info][class,load] sun.util.locale.BaseLocale$Key source: jrt:/java.base
[0.069s][info][class,load] sun.util.locale.LocaleObjectCache$CacheEntry source: jrt:/java.base
[0.070s][info][class,load] java.util.Locale$LocaleKey source: jrt:/java.base
[0.070s][info][class,load] sun.util.locale.LocaleUtils source: jrt:/java.base
[0.070s][info][class,load] java.net.URLStreamHandler source: jrt:/java.base
[0.070s][info][class,load] sun.net.www.protocol.jrt.Handler source: jrt:/java.base
[0.070s][info][class,load] java.util.ImmutableCollections$SetN$1 source: jrt:/java.base
[0.071s][info][class,load] jdk.internal.util.Preconditions source: jrt:/java.base
[0.071s][info][class,load] java.util.ArrayList$SubList source: jrt:/java.base
[0.071s][info][class,load] java.util.ListIterator source: jrt:/java.base
[0.071s][info][class,load] java.util.ArrayList$SubList$1 source: jrt:/java.base
[0.072s][info][class,load] jdk.internal.module.ModulePath source: jrt:/java.base
[0.072s][info][class,load] java.util.zip.ZipConstants source: jrt:/java.base
[0.072s][info][class,load] java.util.zip.ZipFile source: jrt:/java.base
[0.072s][info][class,load] java.util.jar.JarFile source: jrt:/java.base
[0.072s][info][class,load] jdk.internal.misc.JavaUtilZipFileAccess source: jrt:/java.base
[0.072s][info][class,load] java.util.zip.ZipFile$1 source: jrt:/java.base
[0.072s][info][class,load] jdk.internal.misc.JavaUtilJarAccess source: jrt:/java.base
[0.072s][info][class,load] java.util.jar.JavaUtilJarAccessImpl source: jrt:/java.base
[0.073s][info][class,load] java.lang.Runtime$Version source: jrt:/java.base
[0.073s][info][class,load] java.util.Collections$UnmodifiableCollection source: jrt:/java.base
[0.073s][info][class,load] java.util.Collections$UnmodifiableList source: jrt:/java.base
[0.073s][info][class,load] java.util.Collections$UnmodifiableRandomAccessList source: jrt:/java.base
[0.073s][info][class,load] java.lang.module.ModuleFinder$2 source: jrt:/java.base
[0.073s][info][class,load] java.util.Collections$EmptyIterator source: jrt:/java.base
[0.073s][info][class,load] java.lang.module.Configuration source: jrt:/java.base
[0.073s][info][class,load] java.lang.module.Resolver source: jrt:/java.base
[0.074s][info][class,load] java.lang.module.ModuleFinder$1 source: jrt:/java.base
[0.074s][info][class,load] java.util.Queue source: jrt:/java.base
[0.074s][info][class,load] java.util.Deque source: jrt:/java.base
[0.074s][info][class,load] java.util.ArrayDeque source: jrt:/java.base
[0.074s][info][class,load] java.util.HashMap$KeySet source: jrt:/java.base
[0.074s][info][class,load] java.util.HashMap$HashIterator source: jrt:/java.base
[0.074s][info][class,load] java.util.HashMap$KeyIterator source: jrt:/java.base
[0.074s][info][class,load] java.util.Spliterator source: jrt:/java.base
[0.074s][info][class,load] java.util.AbstractList$RandomAccessSpliterator source: jrt:/java.base
[0.074s][info][class,load] java.util.stream.StreamSupport source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.BaseStream source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.Stream source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.PipelineHelper source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.AbstractPipeline source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.ReferencePipeline source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.ReferencePipeline$Head source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.StreamOpFlag source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.StreamOpFlag$Type source: jrt:/java.base
[0.075s][info][class,load] java.util.stream.StreamOpFlag$MaskBuilder source: jrt:/java.base
[0.075s][info][class,load] java.util.EnumMap source: jrt:/java.base
[0.075s][info][class,load] java.util.EnumMap$1 source: jrt:/java.base
[0.076s][info][class,load] java.lang.PublicMethods$MethodList source: jrt:/java.base
[0.076s][info][class,load] java.lang.PublicMethods$Key source: jrt:/java.base
[0.076s][info][class,load] java.lang.Class$3 source: jrt:/java.base
[0.076s][info][class,load] jdk.internal.reflect.NativeMethodAccessorImpl source: jrt:/java.base
[0.076s][info][class,load] jdk.internal.reflect.DelegatingMethodAccessorImpl source: jrt:/java.base
[0.076s][info][class,load] java.lang.invoke.LambdaMetafactory source: jrt:/java.base
[0.076s][info][class,load] java.lang.invoke.MethodHandles$Lookup source: jrt:/java.base
[0.076s][info][class,load] java.lang.invoke.MethodType$ConcurrentWeakInternSet source: jrt:/java.base
[0.076s][info][class,load] java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry source: jrt:/java.base
[0.077s][info][class,load] java.lang.Void source: jrt:/java.base
[0.077s][info][class,load] java.lang.invoke.MethodTypeForm source: jrt:/java.base
[0.077s][info][class,load] java.lang.invoke.MethodHandles source: jrt:/java.base
[0.078s][info][class,load] java.lang.invoke.MemberName$Factory source: jrt:/java.base
[0.078s][info][class,load] sun.invoke.util.VerifyAccess source: jrt:/java.base
[0.078s][info][class,load] sun.invoke.util.Wrapper source: jrt:/java.base
[0.078s][info][class,load] sun.invoke.util.Wrapper$Format source: jrt:/java.base
[0.079s][info][class,load] java.lang.invoke.LambdaForm$NamedFunction source: jrt:/java.base
[0.079s][info][class,load] java.lang.InstantiationException source: jrt:/java.base
[0.079s][info][class,load] java.lang.invoke.BoundMethodHandle source: jrt:/java.base
[0.079s][info][class,load] java.lang.invoke.LambdaForm$Name source: jrt:/java.base
[0.079s][info][class,load] java.lang.invoke.LambdaForm$Kind source: jrt:/java.base
[0.079s][info][class,load] java.lang.invoke.DirectMethodHandle$Holder source: jrt:/java.base
[0.080s][info][class,load] sun.invoke.util.ValueConversions source: jrt:/java.base
[0.080s][info][class,load] java.lang.invoke.MethodHandleImpl source: jrt:/java.base
[0.080s][info][class,load] java.lang.invoke.Invokers source: jrt:/java.base
[0.081s][info][class,load] java.lang.reflect.Array source: jrt:/java.base
[0.081s][info][class,load] java.lang.NoSuchMethodException source: jrt:/java.base
[0.081s][info][class,load] java.lang.invoke.LambdaForm$BasicType source: jrt:/java.base
[0.081s][info][class,load] java.lang.invoke.LambdaForm$Holder source: jrt:/java.base
[0.082s][info][class,load] java.lang.invoke.InvokerBytecodeGenerator source: jrt:/java.base
[0.082s][info][class,load] java.lang.invoke.InvokerBytecodeGenerator$2 source: jrt:/java.base
[0.082s][info][class,load] java.lang.invoke.MethodHandleImpl$Intrinsic source: jrt:/java.base
[0.082s][info][class,load] java.lang.reflect.WeakPairMap$Pair source: jrt:/java.base
[0.083s][info][class,load] java.lang.reflect.WeakPairMap$Pair$Lookup source: jrt:/java.base
[0.083s][info][class,load] java.lang.invoke.VarHandle$AccessMode source: jrt:/java.base
[0.083s][info][class,load] java.lang.invoke.VarHandle$AccessDescriptor source: jrt:/java.base
[0.083s][info][class,load] java.lang.invoke.WrongMethodTypeException source: jrt:/java.base
[0.083s][info][class,load] java.lang.invoke.Invokers$Holder source: jrt:/java.base
[0.084s][info][class,load] java.lang.IncompatibleClassChangeError source: jrt:/java.base
[0.084s][info][class,load] java.lang.NoSuchMethodError source: jrt:/java.base
[0.084s][info][class,load] jdk.internal.org.objectweb.asm.ClassVisitor source: jrt:/java.base
[0.084s][info][class,load] jdk.internal.org.objectweb.asm.ClassWriter source: jrt:/java.base
[0.084s][info][class,load] jdk.internal.org.objectweb.asm.ByteVector source: jrt:/java.base
[0.084s][info][class,load] jdk.internal.org.objectweb.asm.Item source: jrt:/java.base
[0.085s][info][class,load] sun.invoke.util.BytecodeDescriptor source: jrt:/java.base
[0.085s][info][class,load] jdk.internal.org.objectweb.asm.MethodVisitor source: jrt:/java.base
[0.085s][info][class,load] jdk.internal.org.objectweb.asm.MethodWriter source: jrt:/java.base
[0.085s][info][class,load] jdk.internal.org.objectweb.asm.Type source: jrt:/java.base
[0.085s][info][class,load] jdk.internal.org.objectweb.asm.Label source: jrt:/java.base
[0.086s][info][class,load] jdk.internal.org.objectweb.asm.Frame source: jrt:/java.base
[0.086s][info][class,load] jdk.internal.org.objectweb.asm.AnnotationVisitor source: jrt:/java.base
[0.086s][info][class,load] jdk.internal.org.objectweb.asm.AnnotationWriter source: jrt:/java.base
[0.086s][info][class,load] java.lang.invoke.InvokerBytecodeGenerator$CpPatch source: jrt:/java.base
[0.086s][info][class,load] sun.invoke.util.VerifyType source: jrt:/java.base
[0.086s][info][class,load] sun.invoke.empty.Empty source: jrt:/java.base
[0.087s][info][class,load] java.util.ArrayList$Itr source: jrt:/java.base
[0.087s][info][class,load] java.lang.invoke.LambdaForm$MH/1509514333 source: java.lang.invoke.LambdaForm
[0.087s][info][class,load] java.lang.invoke.MethodHandleImpl$ArrayAccess source: jrt:/java.base
[0.087s][info][class,load] java.lang.InternalError source: jrt:/java.base
[0.087s][info][class,load] java.lang.invoke.MethodHandleImpl$LoopClauses source: jrt:/java.base
[0.087s][info][class,load] jdk.internal.misc.JavaLangInvokeAccess source: jrt:/java.base
[0.087s][info][class,load] java.lang.invoke.MethodHandleImpl$1 source: jrt:/java.base
[0.088s][info][class,load] java.lang.invoke.BoundMethodHandle$SpeciesData source: jrt:/java.base
[0.088s][info][class,load] java.lang.invoke.BoundMethodHandle$Factory source: jrt:/java.base
[0.088s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_L source: jrt:/java.base
[0.088s][info][class,load] java.lang.NoSuchFieldException source: jrt:/java.base
[0.088s][info][class,load] java.lang.invoke.DirectMethodHandle$1 source: jrt:/java.base
[0.089s][info][class,load] java.lang.invoke.DirectMethodHandle$Accessor source: jrt:/java.base
[0.089s][info][class,load] java.lang.invoke.DelegatingMethodHandle source: jrt:/java.base
[0.089s][info][class,load] java.lang.invoke.DelegatingMethodHandle$Holder source: jrt:/java.base
[0.090s][info][class,load] java.lang.invoke.LambdaFormEditor source: jrt:/java.base
[0.090s][info][class,load] java.lang.invoke.LambdaFormEditor$Transform source: jrt:/java.base
[0.090s][info][class,load] java.lang.invoke.LambdaFormBuffer source: jrt:/java.base
[0.090s][info][class,load] java.lang.invoke.BoundMethodHandle$SpeciesData$1 source: jrt:/java.base
[0.090s][info][class,load] java.lang.invoke.BoundMethodHandle$Factory$1 source: jrt:/java.base
[0.090s][info][class,load] java.util.concurrent.ConcurrentHashMap$ReservationNode source: jrt:/java.base
[0.091s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LL source: jrt:/java.base
[0.091s][info][class,load] jdk.internal.reflect.UnsafeFieldAccessorFactory source: jrt:/java.base
[0.091s][info][class,load] jdk.internal.reflect.UnsafeStaticObjectFieldAccessorImpl source: jrt:/java.base
[0.091s][info][class,load] java.util.HashMap$EntrySet source: jrt:/java.base
[0.092s][info][class,load] java.util.HashMap$EntryIterator source: jrt:/java.base
[0.092s][info][class,load] java.lang.invoke.LambdaForm$BMH/1908153060 source: java.lang.invoke.LambdaForm
[0.093s][info][class,load] java.lang.invoke.LambdaForm$BMH/116211441 source: java.lang.invoke.LambdaForm
[0.093s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_L3 source: jrt:/java.base
[0.094s][info][class,load] java.lang.invoke.LambdaForm$BMH/529116035 source: java.lang.invoke.LambdaForm
[0.094s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_L4 source: jrt:/java.base
[0.095s][info][class,load] java.lang.invoke.LambdaForm$BMH/1627800613 source: java.lang.invoke.LambdaForm
[0.095s][info][class,load] java.lang.invoke.AbstractValidatingLambdaMetafactory source: jrt:/java.base
[0.095s][info][class,load] java.lang.invoke.InnerClassLambdaMetafactory source: jrt:/java.base
[0.096s][info][class,load] java.lang.invoke.MethodHandleInfo source: jrt:/java.base
[0.096s][info][class,load] java.lang.invoke.InfoFromMemberName source: jrt:/java.base
[0.096s][info][class,load] jdk.internal.org.objectweb.asm.FieldVisitor source: jrt:/java.base
[0.096s][info][class,load] jdk.internal.org.objectweb.asm.FieldWriter source: jrt:/java.base
[0.096s][info][class,load] java.lang.invoke.TypeConvertingMethodAdapter source: jrt:/java.base
[0.096s][info][class,load] java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator source: jrt:/java.base
[0.097s][info][class,load] java.lang.module.ModuleFinder$2$$Lambda$1/274064559 source: java.lang.module.ModuleFinder$2
[0.097s][info][class,load] java.lang.invoke.LambdaForm$MH/1782113663 source: java.lang.invoke.LambdaForm
[0.097s][info][class,load] java.util.stream.ReferencePipeline$StatelessOp source: jrt:/java.base
[0.097s][info][class,load] java.util.stream.ReferencePipeline$3 source: jrt:/java.base
[0.097s][info][class,load] java.util.stream.StreamShape source: jrt:/java.base
[0.098s][info][class,load] java.lang.module.ModuleFinder$2$$Lambda$2/1254526270 source: java.lang.module.ModuleFinder$2
[0.098s][info][class,load] java.lang.invoke.InnerClassLambdaMetafactory$1 source: jrt:/java.base
[0.098s][info][class,load] java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle source: jrt:/java.base
[0.098s][info][class,load] java.lang.invoke.SimpleMethodHandle source: jrt:/java.base
[0.098s][info][class,load] sun.invoke.util.Wrapper$1 source: jrt:/java.base
[0.099s][info][class,load] java.lang.invoke.LambdaForm$MH/2051450519 source: java.lang.invoke.LambdaForm
[0.099s][info][class,load] java.lang.invoke.LambdaForm$MH/99747242 source: java.lang.invoke.LambdaForm
[0.099s][info][class,load] java.util.stream.ReferencePipeline$7 source: jrt:/java.base
[0.099s][info][class,load] java.util.stream.FindOps source: jrt:/java.base
[0.099s][info][class,load] java.util.stream.TerminalOp source: jrt:/java.base
[0.099s][info][class,load] java.util.stream.FindOps$FindOp source: jrt:/java.base
[0.100s][info][class,load] java.util.function.Predicate source: jrt:/java.base
[0.100s][info][class,load] java.util.stream.FindOps$$Lambda$3/1476011703 source: java.util.stream.FindOps
[0.100s][info][class,load] java.util.function.Consumer source: jrt:/java.base
[0.100s][info][class,load] java.util.stream.Sink source: jrt:/java.base
[0.100s][info][class,load] java.util.stream.TerminalSink source: jrt:/java.base
[0.100s][info][class,load] java.util.stream.FindOps$FindSink source: jrt:/java.base
[0.100s][info][class,load] java.util.stream.FindOps$FindSink$OfRef source: jrt:/java.base
[0.101s][info][class,load] java.lang.invoke.LambdaForm$DMH/1330106945 source: java.lang.invoke.LambdaForm
[0.101s][info][class,load] java.lang.invoke.DirectMethodHandle$Constructor source: jrt:/java.base
[0.101s][info][class,load] java.util.stream.FindOps$$Lambda$4/59559151 source: java.util.stream.FindOps
[0.101s][info][class,load] java.util.stream.Sink$ChainedReference source: jrt:/java.base
[0.101s][info][class,load] java.util.stream.ReferencePipeline$7$1 source: jrt:/java.base
[0.101s][info][class,load] java.util.stream.ReferencePipeline$3$1 source: jrt:/java.base
[0.101s][info][class,load] java.util.stream.Stream$Builder source: jrt:/java.base
[0.101s][info][class,load] java.util.stream.Streams$AbstractStreamBuilderImpl source: jrt:/java.base
[0.101s][info][class,load] java.util.stream.Streams$StreamBuilderImpl source: jrt:/java.base
[0.102s][info][class,load] java.lang.invoke.LambdaForm$DMH/1020391880 source: java.lang.invoke.LambdaForm
[0.102s][info][class,load] java.lang.invoke.DirectMethodHandle$Special source: jrt:/java.base
[0.102s][info][class,load] java.lang.module.ModuleFinder$2$$Lambda$5/429313384 source: java.lang.module.ModuleFinder$2
[0.103s][info][class,load] java.lang.invoke.LambdaForm$MH/859417998 source: java.lang.invoke.LambdaForm
[0.103s][info][class,load] java.util.ImmutableCollections$Set2$1 source: jrt:/java.base
[0.103s][info][class,load] java.util.Collections$1 source: jrt:/java.base
[0.103s][info][class,load] java.util.HashMap$Values source: jrt:/java.base
[0.103s][info][class,load] java.util.HashMap$ValueIterator source: jrt:/java.base
[0.104s][info][class,load] java.lang.module.ModuleFinder$2$$Lambda$6/380936215 source: java.lang.module.ModuleFinder$2
[0.104s][info][class,load] java.lang.module.ModuleFinder$2$$Lambda$7/142638629 source: java.lang.module.ModuleFinder$2
[0.104s][info][class,load] java.util.stream.ForEachOps source: jrt:/java.base
[0.104s][info][class,load] java.util.stream.ForEachOps$ForEachOp source: jrt:/java.base
[0.104s][info][class,load] java.util.stream.ForEachOps$ForEachOp$OfRef source: jrt:/java.base
[0.104s][info][class,load] java.util.Spliterators source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterators$EmptySpliterator source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterators$EmptySpliterator$OfRef source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterator$OfPrimitive source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterator$OfInt source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterators$EmptySpliterator$OfInt source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterator$OfLong source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterators$EmptySpliterator$OfLong source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterator$OfDouble source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterators$EmptySpliterator$OfDouble source: jrt:/java.base
[0.105s][info][class,load] java.util.Spliterators$IteratorSpliterator source: jrt:/java.base
[0.105s][info][class,load] java.nio.file.attribute.DosFileAttributes source: jrt:/java.base
[0.105s][info][class,load] java.nio.file.attribute.AttributeView source: jrt:/java.base
[0.105s][info][class,load] java.nio.file.attribute.FileAttributeView source: jrt:/java.base
[0.105s][info][class,load] java.nio.file.attribute.BasicFileAttributeView source: jrt:/java.base
[0.105s][info][class,load] java.nio.file.attribute.DosFileAttributeView source: jrt:/java.base
[0.105s][info][class,load] java.nio.file.attribute.UserDefinedFileAttributeView source: jrt:/java.base
[0.105s][info][class,load] sun.nio.fs.UnixFileAttributeViews source: jrt:/java.base
[0.105s][info][class,load] sun.nio.fs.DynamicFileAttributeView source: jrt:/java.base
[0.105s][info][class,load] sun.nio.fs.AbstractBasicFileAttributeView source: jrt:/java.base
[0.105s][info][class,load] sun.nio.fs.UnixFileAttributeViews$Basic source: jrt:/java.base
[0.106s][info][class,load] sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes source: jrt:/java.base
[0.106s][info][class,load] java.nio.file.DirectoryStream$Filter source: jrt:/java.base
[0.106s][info][class,load] java.nio.file.Files$AcceptAllFilter source: jrt:/java.base
[0.106s][info][class,load] java.nio.file.DirectoryStream source: jrt:/java.base
[0.106s][info][class,load] java.nio.file.SecureDirectoryStream source: jrt:/java.base
[0.106s][info][class,load] sun.nio.fs.UnixSecureDirectoryStream source: jrt:/java.base
[0.106s][info][class,load] sun.nio.fs.UnixDirectoryStream source: jrt:/java.base
[0.106s][info][class,load] java.util.concurrent.locks.ReadWriteLock source: jrt:/java.base
[0.106s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock source: jrt:/java.base
[0.107s][info][class,load] java.util.concurrent.locks.AbstractOwnableSynchronizer source: jrt:/java.base
[0.107s][info][class,load] java.util.concurrent.locks.AbstractQueuedSynchronizer source: jrt:/java.base
[0.107s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock$Sync source: jrt:/java.base
[0.107s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock$FairSync source: jrt:/java.base
[0.107s][info][class,load] java.lang.invoke.VarHandles source: jrt:/java.base
[0.107s][info][class,load] java.lang.invoke.VarHandleInts$FieldInstanceReadOnly source: jrt:/java.base
[0.107s][info][class,load] java.lang.invoke.VarHandleInts$FieldInstanceReadWrite source: jrt:/java.base
[0.107s][info][class,load] java.lang.invoke.VarHandle$1 source: jrt:/java.base
[0.107s][info][class,load] java.util.function.BiFunction source: jrt:/java.base
[0.107s][info][class,load] jdk.internal.util.Preconditions$1 source: jrt:/java.base
[0.107s][info][class,load] java.lang.invoke.VarForm source: jrt:/java.base
[0.107s][info][class,load] java.lang.invoke.VarHandle$TypesAndInvokers source: jrt:/java.base
[0.108s][info][class,load] java.lang.invoke.VarHandleGuards source: jrt:/java.base
[0.108s][info][class,load] java.lang.invoke.VarHandle$AccessType source: jrt:/java.base
[0.108s][info][class,load] java.util.concurrent.locks.AbstractQueuedSynchronizer$Node source: jrt:/java.base
[0.109s][info][class,load] java.lang.invoke.VarHandleObjects$FieldInstanceReadOnly source: jrt:/java.base
[0.109s][info][class,load] java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite source: jrt:/java.base
[0.109s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter source: jrt:/java.base
[0.109s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock source: jrt:/java.base
[0.109s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock source: jrt:/java.base
[0.109s][info][class,load] sun.nio.fs.UnixDirectoryStream$UnixDirectoryIterator source: jrt:/java.base
[0.110s][info][class,load] java.util.zip.ZipCoder source: jrt:/java.base
[0.110s][info][class,load] java.util.zip.ZipFile$Source source: jrt:/java.base
[0.110s][info][class,load] java.util.zip.ZipFile$Source$Key source: jrt:/java.base
[0.110s][info][class,load] java.util.concurrent.TimeUnit source: jrt:/java.base
[0.110s][info][class,load] java.nio.file.attribute.FileTime source: jrt:/java.base
[0.110s][info][class,load] java.io.DataOutput source: jrt:/java.base
[0.110s][info][class,load] java.io.DataInput source: jrt:/java.base
[0.111s][info][class,load] java.io.RandomAccessFile source: jrt:/java.base
[0.111s][info][class,load] jdk.internal.misc.JavaIORandomAccessFileAccess source: jrt:/java.base
[0.111s][info][class,load] java.io.RandomAccessFile$2 source: jrt:/java.base
[0.111s][info][class,load] java.util.concurrent.atomic.AtomicBoolean source: jrt:/java.base
[0.111s][info][class,load] java.util.zip.ZipFile$Source$End source: jrt:/java.base
[0.111s][info][class,load] java.util.zip.ZipUtils source: jrt:/java.base
[0.111s][info][class,load] jdk.internal.perf.PerfCounter$CoreCounters source: jrt:/java.base
[0.111s][info][class,load] java.util.zip.ZipEntry source: jrt:/java.base
[0.112s][info][class,load] java.util.jar.JarEntry source: jrt:/java.base
[0.112s][info][class,load] java.util.jar.JarFile$JarFileEntry source: jrt:/java.base
[0.112s][info][class,load] java.util.zip.ZipFile$ZipFileInputStream source: jrt:/java.base
